HS_ID,Skupina,Podskupina,Kategorie,Included,CZ_Nazev,ENG_Nazev,Barva Skupina,Barva Kategorie
853650,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Vypínače ostatní,do 1000V","Electrical switches for < 1,000 volts, nes",#ED4FDD,#FF5555
853670,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Konektory pro opt.vlákna,jejich svazky a kabely<br>z opt.vláken","Connectors for optical fibres, optical fibre bundles or cables",#ED4FDD,#FF5555
853690,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Zařízení el.k ochraně,spínání el.obvodů,<1000V,ost.","Electrical switch, protector, connecter for < 1kV nes",#ED4FDD,#FF5555
853710,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Rozvaděče ap pro zařízení,rozvody el,do 1000V","Electrical control and distribution boards, < 1kV",#ED4FDD,#FF5555
853720,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Rozvaděče ap pro zaříz,rozvody el,nad 1000V","Electrical control and distribution boards, > 1kV",#ED4FDD,#FF5555
853810,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Rozvaděče,panely rozvodné ap bez přístrojů","Elictrical boards, panels, etc, not equipped",#ED4FDD,#FF5555
853890,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Části přístrojů k ochraně el.obvodů,rozvaděčů","Parts, electric switches, protectors & connectors nes",#ED4FDD,#FF5555
853931,Budovy,Snižování energetické náročnosti budov,Svícení,IN,"Výbojky fluorescen,s horkou katodou,ne ultraf","Fluorescent lamps, hot cathode",#FEC04C,#99E9F4
853951,Budovy,Snižování energetické náročnosti budov,Svícení,IN,LED moduly,LED light sources and modules,#FEC04C,#99E9F4
853952,Budovy,Snižování energetické náročnosti budov,Svícení,IN,LED světelné zdroje s paticí,LED light sources and lamps,#FEC04C,#99E9F4
854141,Budovy,Snižování energetické náročnosti budov,Svícení,IN,Diody vyzařující světlo (LED),Photosensitive devices; LEDs,#FEC04C,#99E9F4
854142,Výroba nízkoemisní elektřiny a paliv,Solární,Křemík / FVE,IN,Fotovoltaické články nesestavené do modulů ani<br>nezabudované do panelů,Photosensitive devices; unassembled photovoltaic cells,#33D3E9,#A379FD
854143,Výroba nízkoemisní elektřiny a paliv,Solární,Křemík / FVE,IN,Fotovoltaické články sestavené do modulů nebo<br>zabudované do panelů,Photosensitive devices; assembled photovoltaic modules/panels,#33D3E9,#A379FD
854149,Měřící a diagnostické přístroje; Monitoring,Polovodiče,Polovodiče,IN,Fotosenzitivní polovodičová zařízení (kromě fotovoltaických generátorů<br>a fotovoltaických článků),"Photosensitive devices; non-LED diodes, with/without assembled modules/panels",#202C3B,#FFAC88
854151,Měřící a diagnostické přístroje; Monitoring,Polovodiče,Polovodiče,IN,Měniče na bázi polovodičů (kromě těch<br>fotosenzitivních),Photosensitive devices; semiconductor transducers,#202C3B,#FFAC88
854159,Měřící a diagnostické přístroje; Monitoring,Polovodiče,Polovodiče,IN,"Polovodičová zařízení, jinde neuvedená ani nezahrnutá","Photosensitive devices; other than diodes, transistors, LEDs, piezoelectric crystals",#202C3B,#FFAC88
854190,Měřící a diagnostické přístroje; Monitoring,Polovodiče,Polovodiče,IN,"Části diod,tranzistorů ap,svítivek,krystalů",Parts of semiconductor devices and similar devices,#202C3B,#FFAC88
854330,Ukládání energie,Vodik a čpavek,"Ostatní elektrické stroje, např. k výrobě vodíku / Vodík",IN,"Stroje k galv.pokovení,elektroanalýze,-foréze","Apparatus for electro-plating, electrolysis, etc",#FF976A,#FF7676
854370,Ukládání energie,Vodik a čpavek,"Ostatní elektrické stroje, např. k výrobě vodíku / Vodík",IN,"Elektrické stroje a přístroje s vlastní<br>individuální funkcí, jinde v kapitole 85<br>neuvedené ani nezahrnuté","Electrical machines and apparatus: having individual functions, not specified or included elsewhere in this chapter, n.e.c. in heading no. 8543",#FF976A,#FF7676
854390,Ukládání energie,Vodik a čpavek,"Ostatní elektrické stroje, např. k výrobě vodíku / Vodík",IN,"Části a součásti elektrických strojů a<br>přístrojů s vlastní individuální funkcí, jinde<br>v kapitole 85 neuvedené ani nezah",Parts of electrical machines and apparatus nes,#FF976A,#FF7676
854411,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,Dráty k navíjení měděné,Insulated winding wire of copper,#ED4FDD,#FF5555
854419,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Dráty k navíjení,ne měděné","Insulated winding wire, nes",#ED4FDD,#FF5555
854442,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Vodiče elektrické,<1000V,s přípojkami","Insulated electric conductors: for a voltage not exceeding 1000 volts, fitted with connectors",#ED4FDD,#FF5555
854449,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Vodiče elektrické,<1000V,bez přípojek","Electric conductors, nes < 80 volts, no connectors",#ED4FDD,#FF5555
854460,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Vodiče elektrické,>1000V","Electric conductors, for over 1,000 volts, nes",#ED4FDD,#FF5555
854610,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,Izolátory elektrické skleněné,Electrical insulators of glass,#ED4FDD,#FF5555
854620,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,Izolátory elektrické keramické,Electrical insulators of ceramics,#ED4FDD,#FF5555
854690,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Izolátory elektrické,ne skleněné,keramické","Electrical insulators, except glass/ceramics",#ED4FDD,#FF5555
854710,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,Součásti izolační keramické pro elektr.stroje,Electrical insulating fittings of ceramics,#ED4FDD,#FF5555
854720,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,Součásti izolační z plastů pro elektr.stroje,Electrical insulating fittings of plastics,#ED4FDD,#FF5555
854790,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Trubky izolační z ob.kovů,souč.izolační ost.",Electrical insulating fittings except plastic/ceramic,#ED4FDD,#FF5555
854800,Ukládání energie,Vodik a čpavek,"Ostatní elektrické stroje, např. k výrobě vodíku / Vodík",IN,"Elektrické části a součásti strojů nebo<br>přístrojů, jinde neuvedené ani nezahrnuté v<br>kapitole 85",Unspecified electrical machinery parts,#FF976A,#FF7676
854911,Cirkularita,Cirkularita (výrobní a obalová),Elektronický odpad,IN,"Odpad a zbytky olověných akumulátorů, nepoužitelné<br>olověné akumulátory",Lead-acid accumulator scrap; spent accumulators,#FFAAAA,#FFE6B7
854912,Cirkularita,Cirkularita (výrobní a obalová),Elektronický odpad,IN,"Galvanické články, baterie a elektrické akumulátory:<br>nepoužitelné zboží, odpad a zbytky, obsahující<br>olovo, kadmium nebo","Battery scrap containing lead, cadmium, or mercury, excluding lead-acid",#FFAAAA,#FFE6B7
854913,Cirkularita,Cirkularita (výrobní a obalová),Elektronický odpad,IN,"Galvanické články, baterie a elektrické akumulátory:<br>nepoužitelné zboží, odpad a zbytky, roztříděné<br>podle chemického typ","Battery scrap sorted, free of lead, cadmium, mercury",#FFAAAA,#FFE6B7
854914,Cirkularita,Cirkularita (výrobní a obalová),Elektronický odpad,IN,"Galvanické články, baterie a elektrické akumulátory:<br>nepoužitelné zboží, odpad a zbytky, neroztříděné<br>a neobsahující olo","Battery scrap unsorted, free of lead, cadmium, mercury",#FFAAAA,#FFE6B7
854919,Cirkularita,Cirkularita (výrobní a obalová),Elektronický odpad,IN,"Galvanické články, baterie a elektrické akumulátory:<br>nepoužitelné zboží, odpad a zbytky, roztříděné,<br>ale ne podle chemic",Battery scrap not elsewhere specified,#FFAAAA,#FFE6B7
854921,Cirkularita,Cirkularita (výrobní a obalová),Elektronický odpad,IN,"Elektrický a elektronický odpad a zbytky,<br>používané hlavně pro rekuperaci drahých kovů,<br>obsahující galvanické články, ba",E-waste/scrap for precious metal recovery,#FFAAAA,#FFE6B7
854929,Cirkularita,Cirkularita (výrobní a obalová),Elektronický odpad,IN,"Elektrický a elektronický odpad a zbytky,<br>používané hlavně pro rekuperaci drahých kovů<br>(kromě toho obsahujícího galvanic",Miscellaneous precious metal recovery waste/scrap,#FFAAAA,#FFE6B7
854931,Cirkularita,Cirkularita (výrobní a obalová),Elektronický odpad,IN,"Odpad a zbytky elektrických a elektronických<br>sestav a desek plošných spojů, obsahující<br>galvanické články, baterie a elek","E-waste/scrap: Assemblies & PCBs, excludes precious metal recovery, includes cells/batteries, accumulators, mercury-switches",#FFAAAA,#FFE6B7
854939,Cirkularita,Cirkularita (výrobní a obalová),Elektronický odpad,IN,Odpad a zbytky elektrických a elektronických<br>sestav a desek plošných spojů (kromě<br>toho pro rekuperaci drahých kovů nebo,"Waste/scrap: E-assemblies & PCBs, excludes precious metal recovery, contains hazardous components",#FFAAAA,#FFE6B7
854991,Cirkularita,Cirkularita (výrobní a obalová),Elektronický odpad,IN,"Elektrický a elektronický odpad a zbytky,<br>obsahující galvanické články, baterie a elektrické<br>akumulátory, rtuťové spínač",Waste and scrap; unspecified in electrical/electronic category,#FFAAAA,#FFE6B7
854999,Cirkularita,Cirkularita (výrobní a obalová),Elektronický odpad,IN,"Elektrický a elektronický odpad a zbytky<br>(kromě toho pro rekuperaci drahých kovů,<br>odpadu a zbytků elektrických a elektro",Miscellaneous waste and scrap,#FFAAAA,#FFE6B7
860110,Doprava,Železniční (osobní i nákladní),Železnice,IN,"Lokomotivy,lokotraktory,vnější zdroj proudu","Rail locomotives, externally electrically powered",#5B9EEE,#F8B9F1
860120,Doprava,Železniční (osobní i nákladní),Železnice,IN,"Lokomotivy,lokotraktory akumulátorové",Rail locomotives powered by electric accumulators,#5B9EEE,#F8B9F1
860310,Doprava,Železniční (osobní i nákladní),Železnice,IN,"Vozy motorové žel.aj kolej.dopravy,poháněná z vnějšího zdroje el. Energie","Railways cars, external electric power",#5B9EEE,#F8B9F1
860400,Doprava,Železniční (osobní i nákladní),Železnice,IN,Vozidla k údržbě tratí železnič.aj kolejových,Maintenance-of-way service vehicles,#5B9EEE,#F8B9F1
860500,Doprava,Železniční (osobní i nákladní),Železnice,IN,"Vozy osobní,poštovní ap železn.aj,bez pohonu",Railway passenger and special purpose coaches,#5B9EEE,#F8B9F1
860610,Doprava,Železniční (osobní i nákladní),Železnice,IN,"Vagóny cisternové ap,bez pohonu",Tank cars,#5B9EEE,#F8B9F1
860630,Doprava,Železniční (osobní i nákladní),Železnice,IN,"Vagóny samovýsypné,bez pohonu","Railway cars, self-discharging, nes",#5B9EEE,#F8B9F1
860691,Doprava,Železniční (osobní i nákladní),Železnice,IN,"Vagóny nákladní kryté,uzavřené,bez pohonu",Closed and covered,#5B9EEE,#F8B9F1
860692,Doprava,Železniční (osobní i nákladní),Železnice,IN,"Vagóny nákl.otevřené,bočn.nad 60cm,bez pohonu","Railway cars nes, open, with sides > 60 cm high",#5B9EEE,#F8B9F1
860699,Doprava,Železniční (osobní i nákladní),Železnice,IN,Vagóny nákladní ost.bez pohonu,Other Railway cars,#5B9EEE,#F8B9F1
860711,Doprava,Železniční (osobní i nákladní),Železnice,IN,"Podvozky hnací,Biesselovy železnič.aj vozidel",Driving bogies  & Bissel-bogies,#5B9EEE,#F8B9F1
860712,Doprava,Železniční (osobní i nákladní),Železnice,IN,"Podvozky(ne hnací),Biesselovy žel.aj vozidel",Non Driving bogies & bissel-bogies,#5B9EEE,#F8B9F1
860719,Doprava,Železniční (osobní i nákladní),Železnice,IN,"Nápravy,kola aj části,součásti žel.aj vozidel","Axles, wheels and parts",#5B9EEE,#F8B9F1
860721,Doprava,Železniční (osobní i nákladní),Železnice,IN,"Brzdy pneumatické železnič.aj vozidel,části","Air brakes, parts for railway rolling stock",#5B9EEE,#F8B9F1
860729,Doprava,Železniční (osobní i nákladní),Železnice,IN,"Brzdy(ne pneumat)železnič.aj vozidel,části","Brakes except air, parts for railway rolling stock",#5B9EEE,#F8B9F1
860730,Doprava,Železniční (osobní i nákladní),Železnice,IN,"Systémy spřáhlové,nárazníky ap žel.aj vozidel",Coupling devices,#5B9EEE,#F8B9F1
860791,Doprava,Železniční (osobní i nákladní),Železnice,IN,"Části,součásti ostatní lokomotiv,lokotraktorů",Other Railway locomotive parts,#5B9EEE,#F8B9F1
860799,Doprava,Železniční (osobní i nákladní),Železnice,IN,"Části,součásti ost.železničních aj vozidel",Other Railway rolling stock,#5B9EEE,#F8B9F1
860800,Doprava,Železniční (osobní i nákladní),Železnice,IN,"Železniční nebo tramvajové traťové příslušenství, vč. signalizační, bezpečnostní nebo dopravní zařízení pro železnice, tramvaje, silnice, vnitrozemské vodní cesty, parkoviště, přístavní zařízení nebo letiště; části výše uvedeného""","Signals etc for rail, tram, water-way, port, airfield",#5B9EEE,#F8B9F1
860900,Doprava,Železniční (osobní i nákladní),Železnice,IN,Kontejnery(vč nádržkových),Cargo containers,#5B9EEE,#F8B9F1
870122,Doprava,"Automobilová (individuální, osobní i nákladní)",Automotive,IN,"Hybridní silniční návěsové tahače, se vznětovým pístovým<br>motorem s vnitřním spalováním (dieselovým )",Hybrid diesel road tractors for semi-trailers,#5B9EEE,#49CDA5
870123,Doprava,"Automobilová (individuální, osobní i nákladní)",Automotive,IN,"Hybridní silniční návěsové tahače, se zážehovým spalovacím<br>pístovým motorem s vnitřním spalováním",Hybrid petrol road tractors for semi-trailers,#5B9EEE,#49CDA5
870124,Doprava,"Automobilová (individuální, osobní i nákladní)",Automotive,IN,Elektrické silniční návěsové tahače,Electric tractors for semi-trailers,#5B9EEE,#49CDA5
870220,Doprava,"Automobilová (individuální, osobní i nákladní)",Automotive,IN,Hybridní vozidla pro veřejnou dopravu se vznětovým pístovým<br>motorem s vnitřním spalováním (dieselovým),"Vehicles; public transport type (carries 10 or more persons, including driver), with both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor for propulsion, new or used",#5B9EEE,#49CDA5
870230,Doprava,"Automobilová (individuální, osobní i nákladní)",Automotive,IN,Hybridní vozidla pro veřejnou dopravu se zážehovým vratným<br>spalovacím pístovým motorem s vnitřním spalováním,"Vehicles; public transport type (carries 10 or more persons, including driver), with both spark-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor for propulsion, new or used",#5B9EEE,#49CDA5
870240,Doprava,"Automobilová (individuální, osobní i nákladní)",Automotive,IN,Elektrická vozidla pro veřejnou dopravu,"Vehicles; public transport type (carries 10 or more persons, including driver), with only electric motor for propulsion, new or used",#5B9EEE,#49CDA5
870290,Doprava,"Automobilová (individuální, osobní i nákladní)",Automotive,IN,"Vozidla motor.veř.os.dopravy,ne píst.vznět.m.",Buses except diesel powered,#5B9EEE,#49CDA5
870340,Doprava,"Automobilová (individuální, osobní i nákladní)",Automotive,IN,Hybridní osobní auta se zážehovým motorem (neumožňující plug-in),Non-Plug-In Hybrid Passenger Car,#5B9EEE,#49CDA5
870350,Doprava,"Automobilová (individuální, osobní i nákladní)",Automotive,IN,Hybridní osobní auta diesel-elektrická (neumožňující plug in),Diesel or semi-diesel non chargeable Cars,#5B9EEE,#49CDA5
870360,Doprava,"Automobilová (individuální, osobní i nákladní)",Automotive,IN,Hybridní osobní auta se zážehovým motorem (plug-in),Spark-ignition chargeable Cars,#5B9EEE,#49CDA5
870370,Doprava,"Automobilová (individuální, osobní i nákladní)",Automotive,IN,Hybridní osobní auta diesel-elektrická (plug in),Diesel or semi-diesel chargeable Cars,#5B9EEE,#49CDA5
870380,Doprava,"Automobilová (individuální, osobní i nákladní)",Automotive,IN,Elektrická osobní auta (BEV),Electric motor Vehicles,#5B9EEE,#49CDA5
870441,Doprava,"Automobilová (individuální, osobní i nákladní)",Automotive,IN,"Hybridní nákladní vozidla, diesel-elektrická, nesestavená, < 5000 kg","Hybrid diesel-electric trucks, unassembled, <5,000kg GVW",#5B9EEE,#49CDA5
870442,Doprava,"Automobilová (individuální, osobní i nákladní)",Automotive,IN,"Hybridní nákladní vozidla, diesel-elektrická, 5000 - 20000kg","Hybrid diesel-electric trucks, 5,001-20,000kg GVW",#5B9EEE,#49CDA5
870443,Doprava,"Automobilová (individuální, osobní i nákladní)",Automotive,IN,"Hybridní nákladní vozidla, diesel-elektrická, >20000kg","Hybrid diesel-electric trucks, >20,000kg GVW",#5B9EEE,#49CDA5
870451,Doprava,"Automobilová (individuální, osobní i nákladní)",Automotive,IN,"Hybridní nákladní vozidla, benzín-elektrická < 5000 kg","Hybrid petrol-electric trucks, <5,000kg GVW",#5B9EEE,#49CDA5
870452,Doprava,"Automobilová (individuální, osobní i nákladní)",Automotive,IN,"Hybridní nákladní vozidla, benzín-elektrická > 5000 kg","Hybrid petrol-electric trucks, >5,000kg GVW",#5B9EEE,#49CDA5
870460,Doprava,"Automobilová (individuální, osobní i nákladní)",Automotive,IN,Elektrická nákladní vozidla,Electric trucks,#5B9EEE,#49CDA5
870911,Doprava,Ostatní elektrická doprava,Ostatní doprava elektrická,IN,Vozíky elektrické s vl.pohonem bez zaříz.zdvihacího,"Work trucks, electrically powered",#5B9EEE,#d52e2e
871160,Doprava,Cyklistika a jednostopá,Bicykly a motocykly (bez spalovacích motorů),IN,Elektrické motocykly,Electric Motorcycles,#5B9EEE,#DAC9FE
871200,Doprava,Cyklistika a jednostopá,Bicykly a motocykly (bez spalovacích motorů),IN,Kola jízdní aj bez motoru(vč dodávk.tříkolek),Bicycles,#5B9EEE,#DAC9FE
871491,Doprava,Cyklistika a jednostopá,Bicykly a motocykly (bez spalovacích motorů),IN,"Rámy,vidlice motocyklů,jízd.kol,invalid.voz.",Bicycle frames and forks and parts,#5B9EEE,#DAC9FE
871492,Doprava,Cyklistika a jednostopá,Bicykly a motocykly (bez spalovacích motorů),IN,"Ráfky,paprsky kol motocyklů,jízd.kol,inval.v.",Bicycle wheel rims and spokes,#5B9EEE,#DAC9FE
871493,Doprava,Cyklistika a jednostopá,Bicykly a motocykly (bez spalovacích motorů),IN,"Hlavy,volnoběh řetěz.motocyklů,jízd.kol,inv.v","Bicycle hubs, free-wheel sprocket wheels",#5B9EEE,#DAC9FE
871494,Doprava,Cyklistika a jednostopá,Bicykly a motocykly (bez spalovacích motorů),IN,"Brzdy vč středových motocyklů,jízd.kol,inv.v.",Bicycle brakes and parts,#5B9EEE,#DAC9FE
871495,Doprava,Cyklistika a jednostopá,Bicykly a motocykly (bez spalovacích motorů),IN,"Sedla jízdních kol,invalidních vozíků",Bicycle saddles,#5B9EEE,#DAC9FE
871496,Doprava,Cyklistika a jednostopá,Bicykly a motocykly (bez spalovacích motorů),IN,"Pedály,ústrojí pedál.motocyklů,jízd.kol,inv.v","Bicycle pedals/crank-gear, parts thereof",#5B9EEE,#DAC9FE
871499,Doprava,Cyklistika a jednostopá,Bicykly a motocykly (bez spalovacích motorů),IN,"Části ost.motocyklů,jízdních kol,invalid.voz.",Bicycle parts nes,#5B9EEE,#DAC9FE
880621,Doprava,Ostatní elektrická doprava,Drony,IN,"Bezpilotní letadla, pouze pro dálkově ovládané<br>lety, o maximální vzletové hmotnosti <=<br>250 g","Mini drones (<250g), RC Only",#5B9EEE,#89BCFF
880622,Doprava,Ostatní elektrická doprava,Drony,IN,"Bezpilotní letadla, pouze pro dálkově ovládané<br>lety, o maximální vzletové hmotnosti ><br>250 g, avšak <= 7 kg","Small drones (250g-7kg), RC Only",#5B9EEE,#89BCFF
880623,Doprava,Ostatní elektrická doprava,Drony,IN,"Bezpilotní letadla, pouze pro dálkově ovládané<br>lety, o maximální vzletové hmotnosti ><br>7 kg, avšak <= 25 kg<br>(kromě těch p","Medium-sized drones (7-25kg), RC Only",#5B9EEE,#89BCFF
880624,Doprava,Ostatní elektrická doprava,Drony,IN,"Bezpilotní letadla, pouze pro dálkově ovládané<br>lety, o maximální vzletové hmotnosti ><br>25 kg, avšak <= 150 kg<br>(kromě těch","Large drones (25-150kg), RC Only",#5B9EEE,#89BCFF
880691,Doprava,Ostatní elektrická doprava,Drony,IN,"Bezpilotní letadla, o maximální vzletové hmotnosti<br><= 250 g (kromě těch pouze<br>pro dálkově ovládané lety)",Mini UAV (<250g),#5B9EEE,#89BCFF
880692,Doprava,Ostatní elektrická doprava,Drony,IN,"Bezpilotní letadla, o maximální vzletové hmotnosti<br>> 250 g, avšak <= 7<br>kg (kromě těch pro přepravu cestujících<br>nebo těch",Small UAV (250g-7kg),#5B9EEE,#89BCFF
880693,Doprava,Ostatní elektrická doprava,Drony,IN,"Bezpilotní letadla, o maximální vzletové hmotnosti<br>> 7 kg, avšak <= 25<br>kg (kromě těch pro přepravu cestujících<br>nebo těch",Medium-sized UAV (7-25kg),#5B9EEE,#89BCFF
880694,Doprava,Ostatní elektrická doprava,Drony,IN,"Bezpilotní letadla, o maximální vzletové hmotnosti<br>> 25 kg, avšak <= 150<br>kg (kromě těch pro přepravu cestujících<br>nebo tě",Large UAV (25-150kg),#5B9EEE,#89BCFF
880699,Doprava,Ostatní elektrická doprava,Drony,IN,"Bezpilotní letadla, o maximální vzletové hmotnosti<br>> 150 kg (kromě těch pro<br>přepravu cestujících nebo těch pouze pro<br>dál",Heavy UAV (>150kg),#5B9EEE,#89BCFF
890120,Doprava,"Vodní  (individuální, osobní i nákladní)","Speciální lodě (cisterny, sací bagry, ...)",IN,Lodě cisternové,Tankers,#5B9EEE,#ADEDF6
890510,Doprava,"Vodní  (individuální, osobní i nákladní)","Speciální lodě (cisterny, sací bagry, ...)",IN,Bagry sací plovoucí,Dredgers,#5B9EEE,#ADEDF6
890520,Doprava,"Vodní  (individuální, osobní i nákladní)","Speciální lodě (cisterny, sací bagry, ...)",IN,"Plošiny vrtací,těžební,ponorné,plovoucí","Floating, submersible drilling or production platform",#5B9EEE,#ADEDF6
890590,Doprava,"Vodní  (individuální, osobní i nákladní)","Speciální lodě (cisterny, sací bagry, ...)",IN,"Plavidla ost,kde plavba pouze vedl.činností","Floating docks, special function vessels nes",#5B9EEE,#ADEDF6
890800,Cirkularita,Cirkularita (výrobní a obalová),Železný šrot,IN,"Lodě,čluny aj plavidla určená do šrotu",Vessels and other floating structures for breaking up,#FFAAAA,#B594FD
900190,Výroba nízkoemisní elektřiny a paliv,Solární,"Optická zařízení, lasery, teleskopy, dalekohledy, zrcadla",IN,"Hranoly,zrcadla aj články optické,nezasazené","Prisms, mirrors and optical elements nes, unmounted",#33D3E9,#5B9EEE
900290,Výroba nízkoemisní elektřiny a paliv,Solární,"Optická zařízení, lasery, teleskopy, dalekohledy, zrcadla",IN,"Hranoly,zrcadla aj články optické,zasazené","Mounted lenses, prisms, mirrors, optical elements nes",#33D3E9,#5B9EEE
900580,Výroba nízkoemisní elektřiny a paliv,Solární,"Optická zařízení, lasery, teleskopy, dalekohledy, zrcadla",IN,"Teleskopy opt.ost,přístroje astronomické ost.","Monoculars, telescopes, etc",#33D3E9,#5B9EEE
900590,Výroba nízkoemisní elektřiny a paliv,Solární,"Optická zařízení, lasery, teleskopy, dalekohledy, zrcadla",IN,"Části dalkohledů,teleskopů,př.astronomických","Parts and accessories for binoculars, telescopes, etc",#33D3E9,#5B9EEE
901380,Výroba nízkoemisní elektřiny a paliv,Solární,"Optická zařízení, lasery, teleskopy, dalekohledy, zrcadla",IN,"Přístroje,nástroje optické ostatní,jn","Optical devices, appliances and instruments, nes",#33D3E9,#5B9EEE
901390,Výroba nízkoemisní elektřiny a paliv,Solární,"Optická zařízení, lasery, teleskopy, dalekohledy, zrcadla",IN,"Části laserů,výrobků s krystaly tekutými ap",Parts and accessories of optical appliances nes,#33D3E9,#5B9EEE
901530,Měřící a diagnostické přístroje; Monitoring,"Měřící přístroje, surveying, chemická analýza","Měřící přístroje, surveying, chemická analýza",IN,Libely,Surveying levels,#202C3B,#B3BECB
901540,Měřící a diagnostické přístroje; Monitoring,"Měřící přístroje, surveying, chemická analýza","Měřící přístroje, surveying, chemická analýza",IN,"Nástroje,přístroje fotogrammetrické","Photogrammetrical surveying instruments, appliances",#202C3B,#B3BECB
901580,Měřící a diagnostické přístroje; Monitoring,"Měřící přístroje, surveying, chemická analýza","Měřící přístroje, surveying, chemická analýza",IN,"Přístr.geodet,topograf,meteorolog,geofyz.ost.","Surveying, etc instruments nes",#202C3B,#B3BECB
901590,Měřící a diagnostické přístroje; Monitoring,"Měřící přístroje, surveying, chemická analýza","Měřící přístroje, surveying, chemická analýza",IN,"Části přís.geodet,topograf.ap,dálkoměrů,libel",Parts and accessories for surveying etc instruments,#202C3B,#B3BECB
901600,Měřící a diagnostické přístroje; Monitoring,"Měřící přístroje, surveying, chemická analýza","Měřící přístroje, surveying, chemická analýza",IN,"Váhy o citlivosti 5cg a citliv,i<br>se závažím",Balances of a sensitivity of 50 milligram or better,#202C3B,#B3BECB
901730,Měřící a diagnostické přístroje; Monitoring,"Měřící přístroje, surveying, chemická analýza","Měřící přístroje, surveying, chemická analýza",IN,"Mikrometry,měřítka posuvná,kalibry,měrky","Micrometers, callipers and gauges",#202C3B,#B3BECB
902511,Měřící a diagnostické přístroje; Monitoring,"Měřící přístroje, surveying, chemická analýza","Měřící přístroje, surveying, chemická analýza",IN,"Teploměry,nekombinov,kapalinové,přímé čtení","Thermometers, liquid-filled",#202C3B,#B3BECB
902519,Měřící a diagnostické přístroje; Monitoring,"Měřící přístroje, surveying, chemická analýza","Měřící přístroje, surveying, chemická analýza",IN,"Teploměry,nekombinované,ostatní","Thermometers, except liquid filled",#202C3B,#B3BECB
902580,Měřící a diagnostické přístroje; Monitoring,"Měřící přístroje, surveying, chemická analýza","Měřící přístroje, surveying, chemická analýza",IN,"Hydrometry,žároměry,vlhkoměry,psychometry ap","Hydrometer, pyrometer, hygrometer, alone or combined",#202C3B,#B3BECB
902590,Měřící a diagnostické přístroje; Monitoring,"Měřící přístroje, surveying, chemická analýza","Měřící přístroje, surveying, chemická analýza",IN,"Části teploměrů,tlakoměrů,hydrometrů ap příst","Parts and accessories for thermometers, etc",#202C3B,#B3BECB
902610,Měřící a diagnostické přístroje; Monitoring,"Měřící přístroje, surveying, chemická analýza","Měřící přístroje, surveying, chemická analýza",IN,"Přístroje měření,kontroly průtoku ap kapalin",Equipment to measure or check liquid flow or level,#202C3B,#B3BECB
902620,Měřící a diagnostické přístroje; Monitoring,"Měřící přístroje, surveying, chemická analýza","Měřící přístroje, surveying, chemická analýza",IN,"Přístroje měření,kontroly tlaku kaplin,plynů",Equipment to measure or check pressure,#202C3B,#B3BECB
902680,Měřící a diagnostické přístroje; Monitoring,"Měřící přístroje, surveying, chemická analýza","Měřící přístroje, surveying, chemická analýza",IN,Přístr.ost.měření ap proměn.charak.kapalin ap,"Equipment to measure, check gas/liquid properties nes",#202C3B,#B3BECB
902690,Měřící a diagnostické přístroje; Monitoring,"Měřící přístroje, surveying, chemická analýza","Měřící přístroje, surveying, chemická analýza",IN,"Části přístrojů měření,kontroly kapalin,plynů",Parts of equipment to measure or check fluid variable,#202C3B,#B3BECB
902710,Měřící a diagnostické přístroje; Monitoring,"Měřící přístroje, surveying, chemická analýza","Měřící přístroje, surveying, chemická analýza",IN,"Analyzátory plynů,kouře",Gas/smoke analysis apparatus,#202C3B,#B3BECB
902720,Měřící a diagnostické přístroje; Monitoring,"Měřící přístroje, surveying, chemická analýza","Měřící přístroje, surveying, chemická analýza",IN,"Chromatografy,přístroje pro elektroforézu","Chromatographs, electrophoresis instruments",#202C3B,#B3BECB
